,tipo_precio
147340,alto
320421,alto
5091,alto
19677,alto
236035,alto
447970,alto
156116,medio
412688,bajo
398538,medio
38491,alto
300399,bajo
131824,medio
19533,bajo
284156,alto
17027,alto
110740,medio
60099,medio
65844,bajo
228426,bajo
313493,alto
367801,alto
11050,bajo
335968,medio
189956,medio
436413,medio
256404,bajo
177861,alto
82696,medio
273769,alto
128947,bajo
94118,medio
34768,bajo
272340,bajo
264463,alto
231093,alto
103883,bajo
14476,alto
226179,bajo
53720,alto
345823,medio
168581,medio
264553,alto
277739,bajo
21068,bajo
377012,medio
233777,medio
279186,medio
257354,medio
160635,bajo
432082,alto
55558,bajo
26479,medio
283190,bajo
74354,medio
103872,alto
458387,medio
120307,medio
339755,medio
420774,bajo
69420,medio
141071,bajo
155745,medio
363264,medio
399444,medio
267909,medio
321080,medio
17208,bajo
379853,bajo
123850,medio
173850,medio
184985,alto
193462,alto
403452,bajo
98996,bajo
153205,medio
430720,medio
35484,bajo
234245,bajo
242115,bajo
275096,medio
123457,medio
84258,alto
346407,medio
376352,alto
186093,bajo
174548,bajo
36869,alto
296599,medio
150511,medio
37239,bajo
328259,alto
448284,bajo
371264,medio
182316,alto
456243,bajo
145942,medio
114848,alto
280339,bajo
213722,alto
306112,alto
34490,alto
392490,alto
132009,bajo
438838,alto
375934,medio
415958,bajo
98056,bajo
10216,alto
113470,bajo
227112,alto
161960,alto
291608,alto
428518,medio
333066,alto
101388,medio
455035,bajo
371218,alto
116445,alto
71255,alto
188295,alto
334001,alto
207536,medio
16702,medio
67378,alto
148049,alto
365374,alto
401736,bajo
186427,medio
174333,bajo
238157,bajo
426974,bajo
335905,bajo
140612,bajo
386121,bajo
418778,medio
343333,medio
242431,bajo
452637,medio
85107,medio
37022,medio
337347,alto
26480,alto
459590,medio
70615,alto
186422,medio
233521,alto
415593,medio
92023,alto
226810,medio
233789,alto
389083,bajo
426332,bajo
450235,alto
238904,bajo
270115,alto
58194,medio
422254,bajo
53533,medio
276091,bajo
272759,bajo
225285,bajo
98069,bajo
80609,alto
278727,alto
298951,alto
321241,alto
170196,bajo
150723,alto
155002,bajo
206069,alto
232898,alto
381219,medio
105374,alto
139508,medio
449649,medio
12370,bajo
31104,medio
79684,medio
240950,alto
343845,bajo
37267,bajo
88100,medio
392776,bajo
458477,medio
337752,medio
17973,alto
44080,medio
221234,alto
240321,medio
28024,bajo
115199,bajo
172554,alto
222927,bajo
12672,bajo
45150,medio
95175,medio
277612,medio
416100,bajo
210187,bajo
190063,bajo
12158,alto
334668,medio
297563,bajo
404452,bajo
239917,alto
30050,medio
298953,alto
366686,alto
315524,bajo
92711,alto
337583,alto
87766,medio
437883,medio
19479,medio
107707,medio
370291,medio
452830,bajo
98885,medio
254585,medio
31362,alto
144425,alto
66448,alto
100727,medio
283100,bajo
137127,alto
288892,medio
341774,alto
459290,alto
262771,alto
86743,alto
149490,medio
46385,alto
358262,medio
104098,bajo
76481,medio
223914,alto
446428,alto
62267,medio
76792,bajo
136106,bajo
257058,alto
160638,bajo
137030,medio
143436,alto
380158,medio
4036,medio
49729,medio
287667,bajo
230934,medio
424784,bajo
373740,bajo
84974,medio
150671,alto
311721,bajo
25707,medio
355945,medio
251760,bajo
10913,alto
369248,bajo
48067,medio
226398,medio
347377,medio
60274,alto
104162,medio
150837,alto
327880,medio
7489,alto
147925,medio
229520,bajo
341747,bajo
49497,alto
26550,medio
203726,bajo
404538,bajo
424068,bajo
337234,medio
211642,bajo
296007,bajo
208085,medio
143443,bajo
270998,bajo
427936,bajo
359296,bajo
96216,medio
50695,medio
386277,bajo
452898,medio
187856,medio
168589,alto
300632,alto
31229,alto
266196,alto
406278,medio
302996,medio
390127,alto
128778,alto
426061,alto
98930,alto
399046,bajo
79338,medio
358903,bajo
170410,alto
76143,alto
49833,bajo
232846,alto
123536,alto
277814,medio
343380,alto
65738,alto
51476,medio
399148,bajo
79041,alto
180022,medio
444307,medio
376030,bajo
399484,bajo
24351,alto
180037,alto
270013,medio
355730,alto
459334,bajo
7487,medio
219527,medio
443356,medio
45509,bajo
233860,medio
320475,alto
166176,bajo
64403,bajo
446407,alto
163968,medio
307370,bajo
193432,medio
32067,alto
409487,alto
60759,medio
31076,medio
306324,bajo
85092,alto
432176,medio
454952,bajo
373056,bajo
371615,bajo
229565,bajo
316134,alto
407205,bajo
346934,medio
115273,bajo
251171,bajo
259719,medio
266109,bajo
314452,alto
452251,bajo
1038,bajo
212641,alto
13628,medio
139710,alto
147390,alto
393353,bajo
126505,medio
450163,alto
450338,medio
301751,bajo
204270,alto
183663,bajo
79197,medio
133652,bajo
9253,bajo
260104,bajo
447441,medio
119307,bajo
445960,medio
125102,bajo
442073,medio
170850,bajo
348009,medio
351420,medio
273495,bajo
345020,alto
167114,bajo
240947,medio
350021,medio
378520,bajo
117728,alto
325039,bajo
2666,alto
199917,alto
174374,bajo
358184,medio
368994,alto
164308,bajo
172339,alto
221039,bajo
63976,alto
2319,bajo
312260,bajo
34597,bajo
227125,alto
314397,medio
257278,alto
323069,medio
219090,medio
162547,medio
37026,alto
264714,bajo
131805,bajo
45362,bajo
167701,alto
372603,bajo
375720,medio
257149,medio
87105,bajo
235349,medio
92630,medio
254843,medio
170334,alto
142305,medio
157333,medio
131562,bajo
314416,alto
399480,bajo
408295,medio
196158,bajo
316372,bajo
434327,bajo
271609,bajo
131995,bajo
102803,medio
108769,alto
53741,medio
454910,bajo
100105,bajo
425480,medio
30188,bajo
127530,alto
404516,alto
424778,bajo
426969,alto
68447,bajo
46310,bajo
252035,bajo
279589,medio
141799,bajo
131916,alto
441910,bajo
312384,medio
307210,medio
449734,medio
324053,bajo
72590,medio
102814,alto
45225,alto
372648,medio
257034,alto
42610,medio
108846,medio
422268,alto
186077,medio
238535,medio
439411,bajo
235996,bajo
115537,alto
125954,bajo
204656,alto
376416,medio
257019,medio
302710,medio
429127,medio
404443,alto
228211,alto
356930,bajo
131825,alto
25801,medio
28889,bajo
188933,bajo
355599,alto
172269,bajo
143396,medio
338123,alto
337339,medio
335993,alto
257221,alto
21566,bajo
191730,medio
95523,medio
353093,bajo
172655,alto
391106,alto
108573,bajo
37015,alto
87778,alto
400566,bajo
398480,alto
11098,medio
326229,bajo
440798,medio
270186,medio
291281,bajo
426051,alto
62212,alto
153346,alto
86010,alto
99254,alto
169831,bajo
302759,alto
72325,alto
113825,alto
216376,alto
340709,alto
456126,bajo
330814,alto
398601,medio
51928,medio
65611,alto
334414,bajo
108849,bajo
334689,bajo
436686,bajo
388581,alto
278962,medio
459831,medio
168151,alto
237351,alto
393366,bajo
75548,medio
343801,bajo
143673,bajo
398137,alto
24359,alto
436737,medio
184092,alto
384666,alto
282761,alto
149146,alto
399135,medio
323221,medio
287506,alto
195088,bajo
310564,bajo
406147,alto
343443,alto
186222,medio
457636,bajo
64444,bajo
115360,alto
147381,medio
352456,alto
238900,bajo
66607,medio
60066,medio
12542,medio
272193,medio
366753,bajo
457813,medio
431337,bajo
230656,bajo
157061,medio
349728,bajo
144074,medio
315241,bajo
37514,bajo
279997,medio
452778,alto
165463,medio
302989,medio
302879,bajo
277732,bajo
144190,alto
233669,bajo
291021,bajo
5160,alto
4751,alto
304242,medio
232891,alto
332735,bajo
341444,alto
356509,bajo
23258,bajo
152095,alto
19530,medio
390928,alto
156287,bajo
432012,bajo
277374,medio
90094,bajo
139026,medio
178162,bajo
455247,medio
239281,medio
215735,bajo
219743,medio
62979,alto
447478,bajo
352377,bajo
196223,bajo
47870,bajo
83760,bajo
19524,medio
96603,bajo
28940,medio
220515,alto
420946,medio
335836,medio
440997,alto
222447,alto
204188,alto
21019,medio
94121,alto
176269,alto
446011,alto
82199,bajo
59933,alto
33510,medio
47310,bajo
304036,alto
239445,bajo
70257,alto
430348,medio
89811,medio
43890,medio
67401,medio
330938,alto
379949,alto
74628,bajo
61163,bajo
84052,bajo
142230,bajo
311513,medio
346332,alto
407158,bajo
93179,bajo
337555,alto
32778,medio
287189,alto
34154,medio
187393,medio
419193,medio
428624,medio
433598,bajo
22843,alto
925,medio
429094,medio
431240,alto
119534,bajo
308065,bajo
74885,alto
288287,medio
333949,alto
146368,medio
112852,medio
444044,bajo
304213,alto
16701,medio
43776,bajo
248386,medio
164161,alto
146373,bajo
365096,bajo
390020,medio
219763,medio
137143,medio
86139,alto
303289,bajo
458964,bajo
407005,medio
37287,medio
256746,alto
238737,medio
11224,alto
128791,medio
24601,medio
317261,bajo
85769,medio
105516,medio
323033,alto
287103,medio
36320,bajo
307756,alto
183192,medio
300674,medio
341883,medio
174482,medio
220118,medio
342007,medio
66914,medio
126129,alto
4006,alto
301433,bajo
252912,medio
370870,alto
278803,alto
70223,medio
266757,alto
144831,alto
412814,bajo
52463,bajo
637,alto
388678,alto
363450,alto
386921,medio
51318,bajo
173770,alto
452726,bajo
220828,bajo
404489,bajo
448983,bajo
224113,medio
142629,bajo
288943,alto
235448,alto
28964,medio
114506,bajo
387601,alto
28930,medio
375388,alto
439892,bajo
371280,medio
143476,medio
352934,medio
223891,alto
310489,medio
19865,medio
6102,medio
17764,medio
257065,alto
397234,alto
352518,alto
260220,bajo
136937,alto
268281,medio
238146,medio
12621,alto
44244,bajo
46438,medio
422479,bajo
445180,bajo
244513,bajo
217225,bajo
97885,medio
119257,alto
266713,medio
111414,medio
400199,medio
313239,alto
445974,medio
165677,bajo
63931,medio
113481,alto
259138,alto
178228,bajo
188886,alto
45143,alto
41031,medio
404407,bajo
447861,medio
414882,alto
143357,alto
110862,medio
69926,alto
237293,bajo
102706,alto
65479,bajo
117878,alto
342039,alto
236328,medio
142215,medio
251787,bajo
393192,bajo
403396,alto
217399,medio
64130,bajo
401692,medio
307893,alto
409237,alto
338078,bajo
330437,bajo
26164,alto
92802,bajo
116098,bajo
414686,medio
115531,alto
107018,bajo
193000,medio
363214,medio
150701,medio
169755,bajo
100764,medio
411238,alto
404796,medio
92180,medio
260622,alto
168569,bajo
70608,medio
336521,bajo
139579,alto
319167,bajo
59203,alto
222411,bajo
83291,bajo
206094,medio
324111,medio
293400,medio
35832,bajo
336469,alto
13658,bajo
313758,bajo
257254,medio
16712,medio
275584,bajo
65796,alto
169043,bajo
185630,alto
155784,medio
69943,alto
153195,medio
120831,medio
375298,medio
306350,alto
77029,bajo
366829,medio
133682,bajo
200877,medio
379418,medio
307547,bajo
177870,alto
199535,medio
19527,alto
291662,alto
202806,alto
55026,medio
72177,bajo
216494,medio
451379,bajo
225575,medio
39391,medio
82409,bajo
14549,bajo
379854,alto
453252,medio
208126,alto
193330,bajo
84101,medio
151859,medio
204114,medio
344951,alto
313474,medio
37385,alto
240922,bajo
84419,bajo
418902,alto
112261,alto
257440,alto
149386,alto
411723,bajo
324733,bajo
85714,bajo
275252,bajo
459995,alto
200581,bajo
134924,bajo
381552,bajo
211392,medio
149750,medio
242215,alto
330021,medio
291428,medio
89473,alto
397362,bajo
412477,alto
162094,alto
459912,medio
265781,bajo
167698,alto
133675,alto
355024,bajo
9951,alto
203833,medio
210242,alto
111885,medio
353173,medio
454393,medio
36991,bajo
405008,medio
236463,bajo
66503,medio
372939,medio
213685,medio
330200,medio
185377,medio
358828,alto
393100,bajo
332296,alto
62402,medio
422433,alto
223766,bajo
441883,bajo
454363,bajo
2683,medio
42136,medio
368122,bajo
242191,alto
229564,bajo
100975,medio
398740,bajo
108684,medio
371866,bajo
315595,alto
119160,bajo
60232,alto
277486,medio
266828,bajo
116702,bajo
167252,bajo
172038,bajo
15169,bajo
275264,alto
422474,alto
328173,alto
375764,alto
210233,alto
115084,alto
166265,bajo
165646,medio
400254,bajo
189023,bajo
304414,bajo
217685,bajo
246438,medio
214445,alto
237357,bajo
436721,alto
149026,medio
92149,alto
53818,medio
312391,alto
274837,alto
72661,bajo
388861,alto
439085,bajo
397744,alto
90028,bajo
212894,bajo
355899,alto
266562,bajo
111078,alto
325855,alto
137438,bajo
401746,bajo
45740,alto
352965,bajo
290478,bajo
210178,alto
387159,alto
106376,alto
308931,bajo
232959,bajo
114775,alto
206039,bajo
9703,alto
233427,medio
77756,bajo
326920,alto
4798,medio
858,medio
366389,bajo
226220,medio
39887,alto
323981,alto
428545,bajo
210231,bajo
389819,alto
256034,medio
84063,alto
226468,alto
316779,bajo
345132,medio
70435,bajo
27552,medio
30233,bajo
219067,bajo
22637,bajo
361533,medio
11167,alto
402756,bajo
425713,alto
432628,bajo
274567,alto
5068,medio
357080,bajo
431395,bajo
330007,alto
392452,medio
392759,alto
177840,alto
328176,bajo
399850,alto
338807,alto
393216,bajo
172562,medio
422154,alto
386667,medio
352908,medio
30328,medio
437771,medio
392516,alto
167679,medio
300812,medio
48194,alto
327670,alto
334660,medio
29946,bajo
2525,medio
97792,alto
207695,bajo
79253,bajo
342491,bajo
452282,medio
295584,alto
149152,alto
43852,alto
178283,alto
38061,bajo
251356,medio
309,alto
358787,bajo
296075,medio
9879,medio
440942,alto
381245,medio
95121,bajo
180459,alto
310521,bajo
94769,bajo
186322,bajo
58040,medio
409039,medio
349419,medio
415587,medio
51139,alto
432191,medio
344999,alto
133175,bajo
9459,alto
432039,bajo
36943,medio
339577,medio
147422,alto
375370,bajo
139106,bajo
120136,bajo
434461,alto
149565,bajo
214136,medio
213851,medio
432104,bajo
16763,bajo
124692,medio
4008,medio
172563,bajo
76567,medio
373160,medio
44242,bajo
303928,medio
142016,alto
448292,bajo
393274,bajo
296062,bajo
371830,bajo
42785,bajo
191847,bajo
186309,medio
215321,alto
254742,bajo
33526,alto
304228,medio
458277,alto
330147,medio
352455,medio
345941,alto
452351,medio
196548,bajo
402858,bajo
111474,medio
52587,medio
168574,alto
112234,bajo
297913,alto
260893,bajo
272935,bajo
5057,medio
432621,bajo
28971,bajo
445300,bajo
337577,alto
97905,alto
344818,alto
377436,alto
22747,bajo
266785,medio
270549,medio
132104,bajo
164362,medio
445956,alto
419667,bajo
454930,bajo
415229,bajo
14908,alto
368955,bajo
226310,alto
436475,alto
391423,medio
7577,bajo
362505,alto
118127,medio
324264,medio
204727,medio
412057,bajo
12096,alto
295165,bajo
67602,medio
11109,alto
306731,alto
408262,medio
327626,alto
346225,medio
287540,medio
200727,bajo
225583,bajo
53993,alto
155073,medio
15400,bajo
17093,alto
436033,alto
303059,bajo
282821,bajo
214497,alto
61999,alto
447217,medio
114260,medio
279795,alto
256809,medio
360246,medio
165674,bajo
248225,alto
17311,medio
68305,medio
314587,bajo
273839,medio
65347,bajo
20979,medio
444410,medio
130212,bajo
221200,bajo
181682,bajo
185354,medio
12110,medio
268319,medio
357081,bajo
39427,alto
339909,alto
218620,bajo
295210,alto
232109,bajo
262673,alto
299890,bajo
28704,bajo
101387,medio
274387,alto
82306,medio
108498,medio
386641,bajo
204135,medio
439477,medio
404867,bajo
57558,alto
151953,alto
287345,bajo
149494,alto
430313,bajo
105286,alto
42013,alto
362489,medio
155341,bajo
161950,alto
355673,medio
218571,medio
251013,alto
300783,bajo
244478,bajo
430813,bajo
350639,bajo
361784,alto
332075,bajo
381541,medio
251358,alto
287129,alto
228270,medio
321141,bajo
65373,alto
313166,medio
431208,bajo
232788,medio
117580,alto
387315,medio
372762,alto
82461,alto
411502,alto
396888,bajo
308026,bajo
397590,alto
347821,bajo
272327,medio
48113,medio
14136,bajo
59755,alto
199227,bajo
399050,medio
116503,alto
159147,alto
241414,bajo
225620,bajo
314408,alto
455453,alto
298964,alto
119263,bajo
114664,medio
277495,medio
6258,bajo
323035,bajo
217084,alto
238640,medio
411396,alto
74629,bajo
397395,bajo
44286,alto
128250,alto
204514,bajo
281147,bajo
257987,medio
197025,medio
325980,medio
228936,alto
130228,bajo
234918,bajo
40618,medio
25916,alto
393193,bajo
6458,bajo
59150,alto
370781,bajo
295700,bajo
246911,medio
246801,alto
68237,medio
52464,bajo
37025,bajo
47316,bajo
32163,medio
135157,alto
359013,bajo
214067,medio
39957,bajo
425533,bajo
100891,medio
246804,medio
337309,alto
92136,medio
420374,bajo
185058,alto
187724,alto
68461,medio
36934,medio
264259,medio
82058,alto
173670,bajo
235348,alto
397417,bajo
44135,bajo
254762,medio
445379,medio
39875,alto
39885,alto
131748,bajo
94502,alto
27506,bajo
28737,medio
87798,medio
449028,bajo
299106,alto
389840,alto
63022,alto
213028,medio
307978,alto
447219,alto
220153,bajo
361831,alto
317212,medio
399123,medio
203111,medio
82207,bajo
82718,medio
428686,alto
93486,medio
321672,alto
212628,alto
428103,bajo
208281,alto
256382,alto
403024,medio
2927,bajo
99878,bajo
149101,alto
206476,medio
96567,alto
338209,bajo
336432,alto
89746,alto
458465,medio
34612,bajo
196551,bajo
5061,alto
447901,bajo
41377,medio
372623,alto
274821,medio
337802,alto
337804,medio
226197,medio
153206,alto
187883,bajo
48005,bajo
94481,alto
20822,bajo
284263,bajo
144276,medio
233194,medio
259039,medio
331879,bajo
316306,alto
65794,medio
211208,alto
457789,medio
269839,medio
216729,alto
175916,medio
297449,medio
94231,bajo
48502,bajo
117455,medio
302726,alto
114778,alto
31079,alto
217388,bajo
333744,medio
404883,bajo
180128,alto
147999,bajo
450177,medio
165376,medio
333251,bajo
247011,bajo
280878,alto
125923,bajo
457791,medio
399811,bajo
170433,bajo
279807,medio
397660,alto
383684,bajo
168582,medio
14518,medio
239963,medio
15342,bajo
233035,alto
88542,bajo
443061,medio
401321,alto
452697,bajo
420772,alto
216840,bajo
378547,bajo
428851,medio
152174,bajo
120286,bajo
3604,medio
249828,medio
74903,bajo
367796,medio
148281,bajo
452739,bajo
434279,bajo
449760,bajo
375356,medio
204953,medio
361840,alto
438560,bajo
137212,alto
122196,medio
247254,bajo
4725,medio
399312,bajo
80907,bajo
257409,bajo
366662,medio
252556,alto
72639,medio
150535,alto
219677,alto
44975,alto
86038,medio
223785,bajo
58619,medio
108475,bajo
124912,medio
240627,alto
23194,medio
350053,bajo
335054,bajo
45294,medio
57504,alto
398300,bajo
272373,bajo
187674,medio
256174,alto
456620,bajo
412166,alto
6213,alto
367004,medio
82561,medio
127869,bajo
233473,alto
356839,alto
92141,alto
105336,bajo
270946,medio
162235,medio
60946,bajo
48207,alto
459288,alto
427162,bajo
347271,medio
72537,medio
242508,medio
268233,bajo
263829,bajo
252747,bajo
194403,alto
141783,bajo
300033,alto
378140,bajo
378994,bajo
201987,medio
243814,bajo
276449,bajo
362262,bajo
116304,bajo
345016,bajo
437926,bajo
300720,alto
400195,bajo
88288,bajo
48596,bajo
276027,bajo
260864,bajo
193722,bajo
264451,medio
325273,bajo
322000,bajo
291764,alto
373924,alto
142338,bajo
114259,alto
152060,medio
368505,medio
312284,bajo
252529,medio
273863,alto
293869,alto
283101,bajo
339908,alto
259226,alto
456144,bajo
304411,bajo
57450,medio
375238,bajo
439603,bajo
304971,bajo
45264,alto
409299,alto
389007,medio
200574,alto
154400,medio
404825,bajo
187190,bajo
43868,bajo
150827,medio
361413,medio
293135,medio
252549,alto
272722,bajo
211092,alto
270841,bajo
58592,medio
211406,bajo
240468,alto
76888,medio
40684,alto
229384,medio
247170,medio
299091,bajo
359957,medio
59963,alto
426132,medio
3654,alto
457816,alto
423155,alto
2349,alto
65564,alto
338002,bajo
216644,medio
387071,medio
207368,alto
373743,bajo
404797,bajo
139550,alto
266697,medio
449666,bajo
273834,bajo
273785,bajo
284904,bajo
116359,medio
259014,medio
101218,alto
319194,medio
298197,alto
374079,medio
178271,medio
291405,medio
53548,medio
233673,alto
137064,alto
449864,medio
94523,alto
368566,alto
257988,alto
408466,bajo
232927,bajo
371609,bajo
344117,medio
233234,bajo
277377,alto
27809,alto
167215,medio
134555,bajo
28058,medio
218502,medio
366232,alto
243710,bajo
188524,alto
307673,medio
444066,bajo
151916,alto
456159,medio
272237,bajo
143610,bajo
247541,bajo
132157,bajo
116352,medio
119209,bajo
35783,medio
377972,alto
171350,bajo
175908,alto
372982,medio
282590,alto
196592,bajo
54001,bajo
19701,medio
79223,alto
242513,alto
233493,alto
410200,bajo
63672,bajo
152242,alto
9313,alto
261152,medio
100056,alto
329641,medio
432680,bajo
18088,medio
377287,medio
60121,medio
397202,alto
319762,bajo
61892,medio
347259,alto
234258,medio
278664,bajo
313615,medio
244977,bajo
242583,medio
144389,medio
358835,medio
306080,medio
174509,bajo
367815,medio
328392,bajo
456124,medio
415990,bajo
398173,medio
9895,alto
457681,medio
201669,alto
204187,bajo
51926,medio
60052,alto
275505,bajo
165296,bajo
187322,bajo
163081,alto
162003,medio
250707,bajo
399488,medio
343511,bajo
98010,medio
281889,medio
370199,medio
266714,medio
432117,alto
352761,alto
162828,bajo
393738,bajo
413647,medio
295771,alto
12105,alto
438654,alto
214356,bajo
172552,alto
133441,medio
425630,bajo
383558,medio
92841,alto
164976,bajo
89125,alto
287973,bajo
136227,medio
375828,medio
199997,bajo
265095,medio
284123,alto
158441,medio
54349,alto
401590,medio
46808,bajo
376502,alto
96342,medio
230536,alto
381824,alto
58432,alto
177793,alto
437634,bajo
67650,alto
156102,alto
219556,medio
398728,medio
440991,alto
459573,alto
453002,medio
270653,alto
431981,medio
56460,bajo
233682,alto
44054,medio
454752,medio
404975,bajo
216792,alto
398503,bajo
409969,alto
402839,medio
449047,bajo
121778,medio
219970,medio
139478,alto
51402,alto
332328,medio
263834,medio
51161,medio
37031,bajo
400177,alto
342035,bajo
35221,alto
349940,medio
444444,medio
430903,bajo
120586,medio
429748,alto
49512,medio
287721,bajo
259208,bajo
408610,bajo
295795,alto
410047,bajo
61822,bajo
254829,bajo
102704,medio
3645,alto
208332,alto
299814,alto
332199,bajo
342470,bajo
220686,medio
188810,alto
370014,medio
54637,medio
257200,alto
321814,bajo
448304,bajo
59773,alto
145975,medio
101128,medio
38333,bajo
332209,alto
265180,medio
44361,bajo
295937,medio
379809,bajo
391706,bajo
452217,medio
345067,alto
419710,medio
347453,bajo
433068,bajo
459926,medio
206444,bajo
339336,bajo
219167,alto
399907,bajo
285025,bajo
165372,bajo
8209,bajo
109796,medio
346096,bajo
423083,medio
377340,medio
366782,bajo
381310,medio
185170,alto
71236,alto
143454,bajo
61965,alto
243811,medio
418453,bajo
352715,bajo
310582,bajo
115613,medio
302993,medio
446819,alto
150709,medio
56451,medio
209354,alto
129854,bajo
274841,alto
256721,alto
283668,bajo
16758,bajo
176317,bajo
113499,alto
105386,medio
333811,alto
238367,alto
35812,bajo
179036,medio
325921,alto
337552,alto
372957,alto
108688,alto
249817,alto
47793,bajo
186106,bajo
231176,alto
430311,medio
267293,bajo
375389,medio
32707,medio
59391,alto
325898,medio
70513,alto
45021,medio
204213,bajo
86134,medio
455405,bajo
321554,medio
134113,bajo
90042,bajo
158887,bajo
335952,alto
100734,bajo
202042,medio
118760,bajo
173862,alto
17735,bajo
27911,bajo
244020,bajo
274846,alto
399479,medio
1489,bajo
188468,bajo
416304,bajo
171518,bajo
65233,alto
171018,alto
389978,medio
219711,bajo
48145,alto
330945,alto
195500,medio
406229,alto
452653,medio
249884,bajo
192983,alto
350674,medio
293172,bajo
398906,medio
289260,alto
43285,bajo
238197,alto
247151,bajo
240461,alto
164264,medio
277567,medio
289567,bajo
178445,alto
281589,medio
349933,alto
175958,medio
123321,alto
85335,alto
397377,medio
81810,alto
105406,medio
129103,medio
445549,alto
6613,bajo
31341,bajo
34050,bajo
191629,medio
369244,bajo
58738,medio
159991,medio
224395,bajo
231421,bajo
243280,alto
65522,alto
412054,bajo
272245,alto
447474,medio
66613,alto
12718,medio
232886,alto
131388,alto
268154,medio
244629,bajo
82549,medio
368106,alto
199043,alto
363431,medio
438845,bajo
445189,alto
196606,bajo
344758,medio
75722,bajo
28741,medio
350804,alto
183867,medio
177778,bajo
259771,bajo
264458,alto
65787,medio
133861,medio
456344,bajo
272015,alto
73543,alto
385858,medio
295337,medio
196505,alto
185190,medio
307740,bajo
135337,medio
254776,bajo
33486,medio
388563,alto
386818,bajo
397396,medio
78372,bajo
53740,medio
378462,bajo
430807,bajo
334391,bajo
117554,alto
164318,bajo
341866,medio
431292,alto
169828,medio
49703,alto
286068,bajo
118732,medio
2655,bajo
459431,alto
248501,bajo
3019,medio
103882,medio
63721,alto
404833,alto
375766,alto
199571,bajo
292155,bajo
66742,alto
74614,bajo
156377,alto
247082,bajo
359011,medio
219710,medio
452743,medio
150502,bajo
312409,bajo
333741,bajo
269156,medio
83738,medio
81869,alto
356778,medio
187987,medio
67491,alto
67489,alto
404558,alto
135369,medio
201675,medio
32726,bajo
114077,alto
428887,bajo
160411,bajo
211496,medio
447757,bajo
38072,alto
111254,bajo
272257,medio
68813,alto
72652,medio
98276,medio
145860,bajo
414923,bajo
405126,medio
60741,bajo
387429,bajo
108952,medio
189796,bajo
321966,bajo
142379,medio
176894,medio
167955,alto
5094,medio
233042,alto
205106,bajo
425400,medio
254750,bajo
135268,alto
198206,bajo
317958,bajo
159183,bajo
126864,alto
257802,bajo
211667,alto
393540,alto
191454,alto
271871,bajo
174142,alto
392498,medio
409467,medio
116058,bajo
408106,medio
189800,alto
252584,alto
257376,bajo
26455,medio
439580,bajo
10141,alto
293649,alto
42369,bajo
49724,bajo
261150,bajo
8215,bajo
128792,alto
149751,medio
101411,bajo
68104,alto
336305,medio
343941,medio
171793,bajo
46183,bajo
203122,bajo
187276,bajo
129110,medio
45266,medio
286073,bajo
136287,bajo
278715,medio
240240,bajo
67682,medio
441878,alto
159047,bajo
284690,bajo
53393,alto
306191,bajo
238753,bajo
119518,alto
56100,medio
431374,medio
340088,bajo
390829,alto
333728,medio
235455,medio
114695,medio
229561,bajo
18550,medio
321158,alto
162446,alto
262909,bajo
219106,medio
186760,alto
114519,medio
373058,bajo
203738,alto
366844,medio
275719,medio
95162,medio
23321,bajo
53881,alto
52487,medio
430615,bajo
332087,medio
59496,medio
117875,bajo
452149,bajo
428893,bajo
28052,bajo
84305,medio
365298,alto
425638,medio
193424,medio
199920,medio
345058,bajo
18309,bajo
165537,bajo
241502,alto
120840,medio
208133,medio
298961,medio
143481,medio
233787,bajo
280026,alto
70591,medio
191402,bajo
302920,bajo
439068,medio
349021,medio
318855,medio
248126,medio
428651,bajo
312474,bajo
4689,bajo
76901,bajo
215264,bajo
100167,bajo
149183,alto
432111,medio
323744,bajo
137120,alto
174503,bajo
162388,bajo
129510,bajo
190544,alto
333238,medio
418585,alto
334309,bajo
262666,bajo
51054,alto
156379,medio
47091,medio
392828,alto
4948,medio
298848,medio
441101,bajo
397776,alto
85737,medio
323142,medio
187791,medio
39399,alto
216843,bajo
107687,medio
100950,alto
443900,bajo
247060,medio
431366,bajo
316919,alto
183835,bajo
142219,medio
304437,medio
256737,alto
300689,bajo
277564,medio
385818,bajo
70861,bajo
68378,medio
26135,medio
117901,bajo
353102,bajo
411691,medio
191872,medio
47983,bajo
96746,alto
213162,bajo
86676,alto
441288,bajo
291366,medio
129118,medio
109087,alto
436064,alto
333913,alto
45390,alto
106786,alto
330142,medio
306641,medio
232905,medio
329632,alto
109244,bajo
199501,medio
324465,bajo
242132,medio
434500,medio
195377,medio
168713,alto
323172,bajo
40678,alto
53527,alto
423685,medio
110829,alto
291940,medio
408112,medio
302991,medio
310699,medio
440584,medio
412802,bajo
59784,alto
208599,alto
431394,bajo
237308,alto
290178,bajo
7930,alto
265295,bajo
343433,medio
429115,bajo
71568,bajo
233218,medio
39392,bajo
279808,alto
337556,alto
306948,bajo
144219,alto
324066,bajo
183161,medio
267560,medio
156392,alto
439483,alto
136211,alto
33326,medio
304054,alto
94512,alto
406188,medio
372953,bajo
282607,bajo
147756,bajo
241650,bajo
323012,medio
441865,alto
398961,medio
268645,bajo
228122,medio
50957,medio
398989,bajo
453113,bajo
176297,alto
169829,bajo
401713,medio
137200,alto
371632,alto
303923,medio
295817,medio
7528,alto
221118,alto
163896,medio
30185,bajo
215310,medio
390192,bajo
307358,bajo
160381,alto
