,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
418422,-34.5926569,-58.3811013,Retiro,departamento,4,3,142,110,299000
369397,-34.6114205,-58.4918643,Villa del Parque,casa,3,2,141,125,265000
172379,-34.5831104,-58.4261251,Palermo,departamento,3,2,98,62,196000
455250,-34.624405,-58.401232,San Cristobal,ph,2,1,35,35,42000
39561,-34.559804,-58.449174,Belgrano,departamento,3,2,75,70,275000
373844,-34.5675982,-58.4361298,Palermo,departamento,1,1,33,30,89000
7909,-34.6218176,-58.3946176,San Cristobal,departamento,4,3,74,70,210000
46755,-34.6280719,-58.3725882,Barracas,ph,2,1,42,42,96000
397392,-34.6018765,-58.4300568,Almagro,departamento,1,1,36,33,79000
343910,-34.6409446,-58.5008251,Villa Luro,departamento,3,2,71,66,110000
146379,-34.625983,-58.405761,San Cristobal,ph,5,4,243,143,160000
264940,-34.5542878,-58.4485662,Belgrano,departamento,1,1,34,35,86650
23007,-34.5653945,-58.4645791,Belgrano,departamento,2,1,42,42,85999
115220,-34.6301076,-58.4427706,Caballito,departamento,3,2,70,63,228000
124827,-34.5875931,-58.400196,Recoleta,departamento,4,3,70,61,228000
30508,-34.5788874,-58.4791429,Villa Urquiza,departamento,3,2,85,65,210000
188298,-34.5837648,-58.438449,Palermo,departamento,4,2,59,51,143500
187221,-34.6239207,-58.4383047,Caballito,departamento,2,1,69,55,203000
397353,-34.6156048,-58.4135983,Almagro,departamento,1,1,77,66,55000
26147,-34.5965494,-58.4031333,Recoleta,departamento,6,4,210,195,530000
423464,-34.6041035,-58.4089169,Balvanera,departamento,3,2,86,78,208000
26039,-34.55979,-58.445324,Belgrano,departamento,2,1,55,50,195000
130326,-34.60568304950143,-58.489008478020644,Villa del Parque,ph,2,1,53,42,109000
458473,-34.5814964288,-58.4652900696,Villa Ortuzar,departamento,3,2,54,54,99000
288912,-34.5862621,-58.4256344,Palermo,departamento,3,2,59,59,164000
4819,-34.5814184026,-58.4328653392,Palermo,departamento,1,1,33,33,93000
405005,-34.5969081,-58.4458125,Villa Crespo,departamento,3,2,56,56,150000
238450,-34.5904245,-58.3933601,Recoleta,departamento,3,2,148,139,299000
360394,-34.5788988,-58.4124932,Barrio Norte,departamento,4,3,130,104,375000
233233,-34.6062152857,-58.3916687965,Congreso,departamento,1,1,77,66,67000
308084,-34.6005206,-58.3860756,San Nicolás,departamento,1,1,43,43,115000
68258,-34.5655747,-58.4699729,Belgrano,departamento,3,2,70,62,140000
227845,-34.5410099,-58.4739227,Nuñez,departamento,1,1,42,38,109000
386306,-34.6317141,-58.4967006,Villa Luro,ph,3,1,75,57,138000
434897,-34.6183506,-58.5256925,Villa Real,ph,2,1,82,60,130000
129999,-34.611057,-58.402037,Balvanera,departamento,1,1,30,32,41900
356821,-34.5993628,-58.3959159,Recoleta,departamento,1,1,44,34,68000
201007,-34.5824343,-58.466333,Villa Ortuzar,departamento,1,1,45,38,89000
326178,-34.5547831,-58.4785564,Saavedra,departamento,3,2,106,90,262000
26166,-34.5532055,-58.4824495,Saavedra,departamento,1,1,35,33,95000
434219,-34.5863015845,-58.4009170532,Recoleta,departamento,4,3,114,103,349000
332797,-34.6253874,-58.4481982,Caballito,departamento,4,3,93,93,184990
303347,-34.6297912,-58.435985,Parque Chacabuco,departamento,1,1,34,34,48500
75655,-34.585098,-58.48103,Parque Chas,ph,2,1,59,47,87000
29107,-34.558225,-58.482163,Saavedra,ph,4,3,97,73,159000
148330,-34.6008766,-58.4898594,Villa del Parque,ph,3,2,55,55,110000
265228,-34.5828479397,-58.4733911977,Villa Urquiza,departamento,2,1,48,40,105000
366832,-34.6286388,-58.4462956,Caballito,departamento,2,1,45,43,78000
24670,-34.5877993,-58.4086326,Barrio Norte,departamento,3,2,79,71,235000
108533,-34.5678246,-58.4341875,Palermo,departamento,1,1,60,53,155000
238549,-34.6129077,-58.3861738,Monserrat,departamento,1,1,35,30,65000
186486,-34.5908591593,-58.5041069984,Villa Pueyrredón,departamento,4,3,68,57,137000
215057,-34.637681,-58.4361246,Parque Chacabuco,casa,3,2,250,120,225000
161962,-34.548045841853735,-58.46547258653095,Nuñez,departamento,1,1,34,31,103000
189963,-34.6101087,-58.4507912,Caballito,departamento,2,1,60,51,140000
245684,-34.6375334023,-58.4274601936,Parque Chacabuco,casa,5,4,231,166,248000
237454,-34.6333115,-58.526974,Villa Real,ph,3,2,82,73,165000
61,-34.6275659,-58.4119371,Boedo,departamento,4,3,100,100,180000
365447,-34.5909668,-58.4120988,Palermo,departamento,3,2,65,57,195000
118761,-34.5876434,-58.4218724,Palermo,departamento,1,1,45,40,110000
319760,-34.5961997,-58.447842,Villa Crespo,departamento,3,2,68,68,85000
440971,-34.6170836,-58.4672428,Caballito,departamento,1,1,40,38,45000
120890,-34.60226,-58.441089,Villa Crespo,departamento,3,2,72,56,187000
443063,-34.5987273,-58.4352315,Villa Crespo,departamento,3,2,64,58,120000
256998,-34.5929886,-58.380519,Recoleta,departamento,3,2,100,100,370000
187762,-34.602712275559306,-58.4654829595486,Paternal,departamento,3,2,60,56,120000
354655,-34.6429531888,-58.5156726837,Liniers,ph,5,3,254,136,150000
183478,-34.5905033,-58.4088623,Palermo,departamento,4,3,78,67,212000
232921,-34.5923858,-58.3843295,Retiro,departamento,3,2,102,90,330000
162068,-34.5873706041,-58.4227028037,Palermo,departamento,3,2,71,66,389000
302733,-34.5777777,-58.4388767,Palermo,departamento,1,1,32,33,82900
194595,-34.6263974,-58.4236108,Boedo,ph,4,3,141,101,235000
19863,-34.6250161,-58.4468402,Caballito,departamento,3,2,108,93,165000
72493,-34.5895478,-58.4016341,Recoleta,departamento,2,1,35,33,85000
217552,-34.5824318,-58.4083156,Palermo,departamento,3,2,87,68,194900
153686,-34.6187149,-58.5191175,Villa Real,ph,3,2,56,49,85000
329825,-34.5609982,-58.4642477,Belgrano,departamento,1,1,33,34,95000
163176,-34.5980184,-58.4492125,Villa Crespo,departamento,3,2,56,50,134000
38680,-34.6067413,-58.4815386,Villa del Parque,ph,3,2,63,56,110000
78898,-34.6048539,-58.3984199,Once,departamento,2,1,64,64,90000
206619,-34.6777138,-58.4884967,Villa Lugano,departamento,2,1,42,42,59900
65278,-34.626005,-58.4673629,Flores,departamento,3,2,64,60,90000
397477,-34.5888461,-58.4189992,Palermo,departamento,2,1,77,66,55000
375683,-34.5548267,-58.4815674,Saavedra,departamento,2,1,52,47,109200
339921,-34.5907405,-58.4488468,Chacarita,departamento,1,1,32,33,89000
416066,-34.6202035979,-58.3919692039,San Cristobal,departamento,3,2,65,65,100000
343962,-34.5995554,-58.4283054,Villa Crespo,departamento,1,1,36,33,79900
230625,-34.5753835866,-58.4424591064,Palermo,departamento,3,2,62,57,135000
397487,-34.589208,-58.410033,Palermo,departamento,4,3,115,112,240000
114012,-34.6163192,-58.4317036,Caballito,departamento,2,1,85,44,139000
241629,-34.5983485841,-58.4058737755,Balvanera,ph,4,3,105,76,179000
263836,-34.620583,-58.466899,Flores,departamento,3,2,66,61,95000
330192,-34.5724105793,-58.4745749995,Villa Urquiza,departamento,2,1,52,47,164900
301017,-34.6531267,-58.4190205,Pompeya,departamento,3,2,41,41,55000
414871,-34.5823798,-58.4088323,Palermo,departamento,2,1,45,45,134000
334340,-34.5552287,-58.4904837,Saavedra,departamento,2,1,59,52,118000
337023,-34.6241297,-58.4632043,Flores,departamento,3,2,72,65,150000
447859,-34.5831681,-58.4049126,Barrio Norte,departamento,4,3,94,80,280000
214590,-34.5936671,-58.4452762,Villa Crespo,departamento,2,1,32,32,89000
197004,-34.548045841853735,-58.46547258653095,Nuñez,departamento,3,2,61,54,180000
449783,-34.6013568,-58.4270583,Almagro,departamento,3,2,54,51,112000
98073,-34.5914673925,-58.5067115534,Villa Devoto,departamento,1,1,44,38,130000
133581,-34.602575,-58.46517,Paternal,departamento,3,2,53,50,93000
414868,-34.5926076,-58.4108793,Palermo,departamento,1,1,31,32,85000
345915,-34.610725,-58.430009,Almagro,departamento,2,1,45,35,85000
124540,-34.58252506122768,-58.425474744127335,Palermo,departamento,2,1,128,100,570000
271967,-34.6013792,-58.4314069,Almagro,departamento,4,3,94,90,180000
206906,-34.552412,-58.4978042,Saavedra,ph,2,1,45,38,110000
283194,-34.6227335,-58.3934229,San Cristobal,departamento,1,1,77,66,46654
359560,-34.5493435,-58.4779614,Saavedra,casa,4,3,138,117,239000
201811,-34.5598733,-58.4492538,Belgrano,departamento,1,1,42,42,108152
343643,-34.5639716,-58.4638248,Belgrano,departamento,3,2,64,62,125000
139066,-34.5521073,-58.4696425,Nuñez,departamento,2,1,54,48,148000
72437,-34.5662991,-58.4574022,Belgrano,departamento,2,1,38,33,147000
150734,-34.5692148,-58.4558858,Colegiales,departamento,2,1,41,40,91000
431991,-34.6356735,-58.4297743,Parque Chacabuco,ph,2,1,52,42,80000
400132,-34.6217663421,-58.4879493713,Villa Santa Rita,departamento,1,1,34,32,92000
131953,-34.564225,-58.496835,Villa Urquiza,departamento,1,1,77,66,68750
98960,-34.5800605,-58.4395272,Palermo,departamento,1,1,32,32,84000
83750,-34.6086503785,-58.4196414693,Almagro,departamento,4,3,82,76,157000
53531,-34.5817697,-58.4224894,Palermo,departamento,1,1,39,35,120000
28941,-34.5712493,-58.4498947,Colegiales,departamento,3,2,68,62,170000
103815,-34.5477333,-58.4778568,Saavedra,departamento,1,1,50,46,87000
390016,-34.5690445,-58.445099,Belgrano,departamento,4,3,99,93,230000
390381,-34.5733555657,-58.483120855,Villa Urquiza,departamento,3,2,70,66,139900
332184,-34.5966483,-58.3853062,Retiro,departamento,1,1,77,66,48000
434862,-34.6178535,-58.4055309,Balvanera,ph,4,3,114,114,145000
26160,-34.543458,-58.480183,Saavedra,departamento,4,3,120,101,275000
163906,-34.6024763,-58.4345691,Almagro,departamento,2,1,47,44,145000
195340,-34.5864491,-58.4019027,Recoleta,departamento,3,1,55,55,180000
207297,-34.5960693,-58.4016485,Recoleta,departamento,4,3,150,118,340000
197936,-34.5910575,-58.4470734,Villa Crespo,departamento,3,2,60,58,90000
254538,-34.5913193,-58.3893255,Recoleta,departamento,2,1,41,36,129000
216641,-34.562430705786525,-58.45480465588652,Belgrano,departamento,3,2,67,58,155000
196723,-34.6346115138,-58.4048491716,Parque Patricios,departamento,1,1,34,30,43000
332790,-34.6252098,-58.4441634,Caballito,departamento,2,1,51,45,152000
398441,-34.6038134,-58.4608389,Paternal,departamento,2,1,51,48,157000
181610,-34.6180138,-58.4684086,Flores,departamento,3,2,52,52,110000
383245,-34.6186982,-58.5132008,Monte Castro,ph,5,4,139,87,295000
301110,-34.5876422,-58.3979499,Recoleta,casa,3,2,94,64,280000
441866,-34.558517,-58.4465195,Nuñez,departamento,1,1,160,135,450000
397994,-34.646191,-58.397866,Barracas,departamento,2,1,32,32,76500
380081,-34.5811073,-58.4720455,Villa Ortuzar,departamento,3,2,86,70,230000
8252,-34.5759049,-58.4893246,Villa Urquiza,ph,4,2,207,163,365000
398299,-34.6173587,-58.4993904,Floresta,departamento,2,1,54,41,94000
191817,-34.5897661536,-58.4108670952,Barrio Norte,departamento,4,2,112,108,330000
31226,-34.5593214,-58.4619315,Belgrano,departamento,2,1,40,40,110000
136083,-34.555086,-58.459669,Belgrano,departamento,1,1,34,30,65000
31406,-34.5862146,-58.4024936,Barrio Norte,departamento,2,1,37,35,110000
418578,-34.5760288738,-58.4353056762,Palermo,departamento,2,1,47,42,146800
314803,-34.6035,-58.492953,Villa del Parque,departamento,1,1,35,35,80000
9855,-34.5875736,-58.4048305,Recoleta,departamento,1,1,77,66,70900
332556,-34.5694182,-58.4668376,Belgrano,departamento,4,3,85,74,230000
296177,-34.6044798,-58.4926129,Villa del Parque,departamento,1,1,38,35,95000
447472,-34.616981,-58.501232,Monte Castro,departamento,2,1,50,50,72000
111418,-34.5977869,-58.3800012,Barrio Norte,departamento,1,1,39,36,78000
354498,-34.5780755,-58.4896528,Villa Urquiza,departamento,1,1,44,40,88500
399878,-34.569403,-58.490655,Villa Urquiza,departamento,3,2,77,67,160000
446120,-34.5926076,-58.4108793,Palermo,departamento,1,1,33,34,81000
458395,-34.5940704,-58.4073795,Barrio Norte,departamento,3,2,81,74,169000
369020,-34.6138289,-58.4324159,Caballito,ph,3,2,171,85,200000
160231,-34.6239559002,-58.378418684,San Telmo,departamento,4,3,97,87,114000
275578,-34.59846947667256,-58.44031156021076,Villa Crespo,departamento,1,1,38,36,70000
74662,-34.5731299,-58.4776306,Villa Urquiza,departamento,2,1,68,52,139000
217301,-34.6019572458,-58.4292663456,Almagro,departamento,2,1,35,35,75000
406840,-34.68487,-58.467758,Villa Lugano,departamento,3,2,53,53,55000
337758,-34.5526985,-58.479682,Saavedra,ph,3,2,116,96,245000
257472,-34.6188213,-58.4620579,Caballito,departamento,2,1,38,38,72000
7565,-34.5702291,-58.4498383,Belgrano,departamento,1,1,30,32,97000
39888,-34.5804698,-58.491482,Villa Urquiza,departamento,3,2,61,57,210000
404976,-34.6227693888,-58.5100940693,Monte Castro,departamento,3,2,64,52,113000
185443,-34.6282536,-58.3984927,San Cristobal,departamento,1,1,77,66,45000
372784,-34.5641557,-58.4648576,Belgrano,departamento,3,2,55,52,139500
312321,-34.5734467,-58.4214159,Palermo,departamento,2,1,57,49,285000
452812,-34.6113635,-58.4390497,Caballito,departamento,4,3,83,80,198000
185521,-34.569517,-58.4860105,Villa Pueyrredón,departamento,2,1,52,47,142000
349376,-34.5814787623,-58.4148538113,Palermo,departamento,4,3,160,146,495000
313571,-34.5909093,-58.5113368,Villa Devoto,departamento,2,1,49,42,99000
431119,-34.611484,-58.3630343,Puerto Madero,departamento,3,2,106,83,415000
198930,-34.5503815,-58.4615851,Belgrano,departamento,1,1,49,35,103000
238634,-34.5958873,-58.4473865,Villa Crespo,departamento,3,2,70,65,129900
147780,-34.6148984,-58.4461156,Caballito,departamento,3,2,57,48,115000
324266,-34.5999105,-58.4278589,Almagro,departamento,3,2,96,90,230000
315301,-34.5882781,-58.4389439,Palermo,departamento,1,1,36,32,110000
450234,-34.5866018975,-58.4396052361,Palermo,departamento,2,1,47,40,91650
442318,-34.5694182,-58.4668376,Belgrano,departamento,1,1,35,32,79000
443734,-34.5954129,-58.4173286,Palermo,ph,5,3,72,66,180000
9666,-34.5694182,-58.4668376,Belgrano,departamento,3,2,98,95,205000
310610,-34.5719503,-58.4489567,Colegiales,departamento,2,1,55,48,148956
13309,-34.5980958,-58.417202,Palermo,departamento,2,1,50,46,135000
455326,-34.57445,-58.489164,Villa Urquiza,departamento,1,1,39,36,92000
92811,-34.6114481,-58.4342843,Caballito,departamento,3,2,134,67,209000
41314,-34.5512813,-58.4698744,Nuñez,ph,5,4,89,89,199000
27909,-34.6125770645,-58.4056187349,Balvanera,departamento,2,1,50,41,59500
231552,-34.6089422,-58.5215715,Villa Devoto,ph,3,2,104,56,220000
197365,-34.6029072,-58.4322421,Almagro,departamento,2,1,35,34,69000
39379,-34.640413492,-58.5191994423,Liniers,departamento,3,2,67,63,140000
204991,-34.573533,-58.4429869,Colegiales,departamento,4,3,103,93,298000
378243,-34.5936314,-58.4359692,Villa Crespo,departamento,3,2,82,66,166745
10142,-34.5978638153,-58.4264622577,Villa Crespo,departamento,4,3,107,92,299886
363248,-34.6047598,-58.4525159,Villa Crespo,departamento,2,1,42,37,105000
270858,-34.6026288655,-58.4590803318,Caballito,ph,4,3,201,143,253900
452599,-34.601051,-58.396232,Balvanera,departamento,4,3,98,95,198000
111261,-34.6258246,-58.4578409,Caballito,departamento,4,3,97,90,183000
18446,-34.5894858,-58.4123327,Palermo,departamento,4,3,161,157,250000
35773,-34.6333503,-58.4480661,Parque Chacabuco,departamento,1,1,50,46,121000
186296,-34.620753,-58.438074,Caballito,departamento,3,2,84,80,149500
100949,-34.5977521,-58.3795078,Recoleta,departamento,4,3,69,67,135000
126702,-34.5461003,-58.4794086,Saavedra,departamento,2,1,47,41,129000
65700,-34.5948246,-58.404093,Barrio Norte,departamento,3,2,79,79,182000
377505,-34.5883129,-58.4394148,Palermo,departamento,1,1,35,33,98000
44114,-34.5970973,-58.3979238,Recoleta,departamento,3,2,55,55,140000
315507,-34.6252098,-58.4441634,Caballito,departamento,3,2,98,98,335000
346857,-34.645204,-58.4615087,Flores,ph,4,3,113,105,149000
238325,-34.6313392,-58.3706889,Barracas,departamento,1,1,35,31,60703
328385,-34.6292676,-58.4275863,Parque Chacabuco,departamento,2,1,41,41,73000
252533,-34.608809,-58.419622,Almagro,departamento,2,1,38,38,85000
427141,-34.5582295,-58.4465725,Belgrano,departamento,4,3,177,160,440000
209302,-34.6086051,-58.3907228,Congreso,departamento,2,1,42,42,85000
418599,-34.5892794108,-58.4331501804,Palermo,departamento,1,1,47,47,109000
343434,-34.5785631,-58.4352816,Palermo,departamento,1,1,35,35,91800
350937,-34.6228974732,-58.4071355153,San Cristobal,ph,3,2,126,83,118000
213648,-34.6042399,-58.4090429,Abasto,departamento,1,1,33,33,67999
227233,-34.5982599778,-58.3847708609,Recoleta,departamento,3,2,80,80,220000
456352,-34.573343,-58.510591,Villa Pueyrredón,departamento,3,2,63,56,89000
172582,-34.5953838,-58.4978731,Agronomía,departamento,2,1,39,38,72000
303893,-34.551345,-58.471322,Nuñez,departamento,2,1,190,138,345000
151949,-34.5865351,-58.4164102,Palermo,departamento,3,2,64,60,179900
142617,-34.5977710238,-58.4331039704,Villa Crespo,ph,3,2,47,47,99000
54982,-34.5694533,-58.4333,Palermo,departamento,1,1,35,30,135000
433726,-34.5924812081,-58.3799202552,Retiro,departamento,5,4,157,126,410000
94263,-34.5810608,-58.4258321,Palermo,departamento,2,1,34,34,79000
135381,-34.6207539,-58.3756963,San Telmo,departamento,2,1,82,38,138000
114780,-34.5838241,-58.4252208,Palermo,departamento,1,1,49,49,165000
302688,-34.5617181,-58.4684743,Coghlan,departamento,2,1,50,46,155250
269282,-34.6098491,-58.4813477,Villa del Parque,departamento,3,2,80,53,119000
374323,-34.642053,-58.436687,Parque Chacabuco,ph,4,3,123,61,110000
341888,-34.6510633,-58.5043628,Mataderos,departamento,2,1,41,36,69000
86616,-34.6015013593,-58.4331786633,Villa Crespo,departamento,3,2,53,53,150000
105157,-34.5823763,-58.4227823,Palermo,departamento,3,2,122,95,310000
380028,-34.601696,-58.4379048,Villa Crespo,departamento,2,1,67,50,98000
48732,-34.5494352,-58.4747861,Saavedra,ph,2,1,82,53,149000
251348,-34.5546703,-58.4816383,Coghlan,casa,4,2,116,99,314000
237150,-34.6093525,-58.4759643,Villa General Mitre,ph,3,2,84,65,199000
193471,-34.580344,-58.459045,Colegiales,departamento,2,1,37,37,79000
449048,-34.6367855,-58.4558713,Flores,casa,4,3,127,110,199900
301133,-34.6075323,-58.4457706,Caballito,departamento,3,2,108,93,165000
189619,-34.6184018,-58.4197497,Almagro,departamento,3,2,59,51,89000
178459,-34.5873615079,-58.4573364267,Villa Urquiza,departamento,4,3,123,60,390000
235192,-34.5620844,-58.4566864,Belgrano,departamento,3,1,67,64,170000
176169,-34.5620844,-58.4566864,Belgrano,departamento,5,4,130,120,278000
297830,-34.5538914,-58.4655719,Nuñez,departamento,2,1,50,42,178000
204369,-34.6126045,-58.4819654,Villa Santa Rita,departamento,4,3,151,119,229000
227145,-34.5895862,-58.4354746,Palermo,departamento,3,2,122,80,370000
274520,-34.5784965,-58.431947,Palermo,departamento,1,1,43,31,125000
255902,-34.543584,-58.4656751,Nuñez,departamento,1,1,46,43,175000
233880,-34.6023567,-58.4763812,Villa Pueyrredón,departamento,3,2,91,51,127000
431172,-34.6220839,-58.3986464,San Cristobal,departamento,1,1,34,30,81890
9315,-34.550015,-58.4636976,Nuñez,departamento,1,1,63,43,110000
329582,-34.5585847,-58.4749212,Coghlan,departamento,1,1,37,32,90000
391440,-34.5909467,-58.3977274,Barrio Norte,ph,2,1,59,59,148000
399635,-34.613757,-58.523484,Villa Devoto,departamento,2,1,55,46,125000
339526,-34.5674175,-58.4326248,Palermo,departamento,2,1,38,38,123000
247503,-34.5598201,-58.4540349,Belgrano,departamento,4,3,145,130,300000
210567,-34.6159158,-58.418322,Boedo,ph,4,3,117,100,177000
194199,-34.6053835,-58.4306778,Almagro,departamento,3,2,53,46,85000
17999,-34.6018183,-58.4932805,Villa del Parque,departamento,2,1,41,37,80000
99239,-34.5946223,-58.3901342,Recoleta,departamento,5,3,176,176,590000
27795,-34.562430705786525,-58.45480465588652,Belgrano,departamento,1,1,41,35,86500
320885,-34.5566751,-58.4473532,Belgrano,departamento,1,1,45,40,145000
442596,-34.5879289,-58.3990406,Recoleta,departamento,3,2,85,85,210000
371896,-34.6152838,-58.4876728,Villa del Parque,ph,2,1,55,37,95000
283135,-34.6025244,-58.3794474,San Nicolás,departamento,5,2,141,134,199000
244481,-34.6227802,-58.4591376,Flores,departamento,3,2,97,87,227500
438036,-34.5846626,-58.4109552,Barrio Norte,departamento,1,1,49,35,129000
26451,-34.6264023,-58.3925719,San Cristobal,departamento,3,2,58,58,79000
185072,-34.5774132,-58.4227049,Palermo,departamento,4,3,125,91,300000
106609,-34.5936314,-58.4359692,Villa Crespo,departamento,2,1,86,62,192468
40942,-34.6174093,-58.3714257,San Telmo,departamento,5,4,131,78,170000
384271,-34.6503084,-58.5203836,Liniers,departamento,2,1,36,34,57900
159857,-34.5749868,-58.4206108,Palermo,departamento,2,1,150,70,520000
92492,-34.609288,-58.3957941,Congreso,departamento,2,1,65,54,120000
247271,-34.599268,-58.378192,Centro / Microcentro,departamento,2,1,41,41,59900
3867,-34.6105351195,-58.3971405029,Balvanera,departamento,2,1,44,44,75000
432696,-34.5878928,-58.4935565,Agronomía,ph,5,3,130,100,237000
203759,-34.60746086528392,-58.42192311764538,Almagro,departamento,3,2,67,62,300000
409249,-34.5907398,-58.4245956,Palermo,departamento,1,1,55,48,165481
212312,-34.629075,-58.3671293,Boca,departamento,1,1,34,31,44000
337755,-34.552283,-58.483403,Saavedra,departamento,2,1,46,42,97000
421967,-34.6026889,-58.4130231,Abasto,departamento,1,1,39,39,77000
120691,-34.5874832,-58.4285151,Palermo,departamento,3,2,50,48,148000
281127,-34.5549921,-58.4875279,Saavedra,departamento,3,2,66,54,132000
117470,-34.5916809,-58.3791937,Retiro,departamento,4,3,148,126,440000
404778,-34.5867389,-58.3960371,Recoleta,departamento,1,1,42,40,115000
151914,-34.5858691,-58.4419046,Palermo,departamento,2,1,48,41,134000
358955,-34.6028805,-58.4415958,Villa Crespo,departamento,4,3,152,131,332000
4837,-34.5823231,-58.4129443,Palermo,departamento,2,1,42,40,109999
436650,-34.6019147,-58.4368989,Villa Crespo,departamento,3,2,74,56,89000
263993,-34.5785215,-58.413276,Palermo,departamento,1,1,43,41,175000
412278,-34.5637783,-58.4668143,Belgrano,departamento,3,2,114,47,140000
230655,-34.5892271,-58.4133901,Palermo,departamento,3,2,58,58,144000
108701,-34.6089504,-58.3893811,Congreso,departamento,2,1,42,42,89000
273522,-34.58252506122768,-58.425474744127335,Palermo,departamento,3,2,60,57,154000
182147,-34.5529852,-58.4852025,Saavedra,departamento,1,1,77,66,109000
120832,-34.6303438,-58.451088,Caballito,departamento,3,2,72,63,230000
55172,-34.5612389,-58.462696,Belgrano,departamento,3,2,78,78,175000
4836,-34.5693392,-58.4313457,Palermo,departamento,3,2,111,94,494000
36925,-34.6297913,-58.4359854,Caballito,departamento,2,1,52,46,97850
458656,-34.616619,-58.494919,Monte Castro,ph,2,1,91,47,125000
457904,-34.5590413,-58.4664215,Belgrano,departamento,3,2,78,73,355014
277881,-34.6038639,-58.5036269,Villa del Parque,departamento,4,3,81,73,189000
347766,-34.6209539,-58.3871472,Constitución,departamento,3,2,60,60,119000
114019,-34.6208995,-58.443715,Caballito,departamento,2,1,42,37,70000
61816,-34.6386009,-58.4207246,Boedo,departamento,2,1,60,30,65000
404820,-34.6155158,-58.4110698,Balvanera,departamento,3,2,60,60,149900
455367,-34.576779,-58.497455,Villa Urquiza,departamento,2,1,55,48,134444
452553,-34.613085,-58.3943722,Balvanera,departamento,2,1,77,66,67000
201836,-34.5598733,-58.4492538,Belgrano,departamento,1,1,42,42,116886
256199,-34.5831142,-58.4372708,Palermo,ph,2,1,43,41,129000
11108,-34.5816886,-58.4511583,Chacarita,departamento,3,2,75,70,225000
2805,-34.5920161782,-58.4425610304,Villa Crespo,departamento,2,1,41,38,13450
426225,-34.5840580354,-58.4428882599,Palermo,ph,4,3,105,75,240000
43243,-34.6365669,-58.4546313,Flores,ph,4,3,144,123,159000
414703,-34.5966957,-58.3805801,Retiro,departamento,3,2,60,58,140000
174158,-34.5688234,-58.4484486,Belgrano,departamento,3,2,78,75,199000
54900,-34.5477487,-58.4728785,Nuñez,casa,3,2,105,70,180000
45845,-34.562430705786525,-58.45480465588652,Belgrano,departamento,3,2,50,44,132000
423848,-34.6186349,-58.478887,Villa del Parque,departamento,2,1,51,46,95000
210239,-34.5679451001,-58.4593892097,Belgrano,departamento,3,2,78,65,146000
399576,-34.602340313,-58.4535956383,Villa Crespo,departamento,1,1,33,34,82000
290666,-34.562430705786525,-58.45480465588652,Belgrano,departamento,4,3,177,167,550000
454898,-34.605713,-58.515859,Villa Devoto,departamento,2,1,43,40,75000
325961,-34.5752935,-58.4234428,Palermo,departamento,3,2,90,85,449000
34615,-34.608523353492046,-58.40198002790592,Balvanera,departamento,4,3,78,76,125000
316271,-34.5840257,-58.4438023,Palermo,departamento,2,1,50,45,135000
230995,-34.5887832,-58.4489077,Chacarita,departamento,1,1,51,30,74900
438618,-34.577928,-58.437974,Palermo,departamento,2,1,75,75,349000
172642,-34.6039076,-58.3873917,San Nicolás,departamento,2,1,49,41,115000
409315,-34.6430843,-58.42396,Pompeya,departamento,3,2,48,48,79000
359879,-34.6286432,-58.366495,Boca,departamento,2,1,41,41,54000
222119,-34.5923805,-58.3922596,Recoleta,departamento,3,2,90,90,450000
163152,-34.5686419,-58.4550037,Colegiales,departamento,2,1,52,49,130000
390954,-34.58252506122768,-58.425474744127335,Palermo,departamento,1,1,77,66,85000
325770,-34.605211,-58.3991771,Once,departamento,4,2,100,100,95000
289098,-34.5677775,-58.4496073,Belgrano,departamento,3,2,55,50,173000
217418,-34.587261,-58.452398,Chacarita,departamento,2,1,71,70,130000
30020,-34.5785433,-58.4142623,Palermo,departamento,5,4,170,160,499000
77719,-34.6290295,-58.4522476,Caballito,departamento,2,1,40,35,79000
358696,-34.5866898,-58.4007359,Recoleta,departamento,2,1,42,40,109000
359004,-34.5788898,-58.461959,Villa Ortuzar,departamento,3,2,71,65,135000
381205,-34.554677,-58.463621,Nuñez,departamento,2,1,50,47,197000
233785,-34.5731299,-58.4776306,Villa Urquiza,departamento,2,1,59,59,129900
225777,-34.6083,-58.3712,Floresta,casa,5,3,190,145,260000
223181,-34.5778717,-58.4831232,Villa Urquiza,departamento,3,2,72,72,245000
447582,-34.5852344,-58.4140826,Palermo,departamento,3,2,64,56,315000
121819,-34.6006005786,-58.3739125729,San Nicolás,departamento,2,1,56,56,99000
93553,-34.6058509476,-58.46456158,Villa General Mitre,departamento,2,1,56,49,87500
272404,-34.6595958,-58.442814,Villa Soldati,departamento,4,3,62,59,35000
30191,-34.5752583359,-58.4723680584,Belgrano,departamento,2,1,50,45,145000
40650,-34.5880303,-58.4145618,Palermo,departamento,3,2,116,99,230000
357159,-34.6036317,-58.4539234,Villa Crespo,ph,3,2,66,50,150000
445150,-34.5989424,-58.3761755,Retiro,departamento,4,3,74,71,147000
89347,-34.5657304,-58.4375732,Belgrano,departamento,2,1,45,40,132000
453282,-34.5766620849,-58.4556419202,Colegiales,ph,3,3,103,64,129000
242978,-34.5952295,-58.4093008,Almagro,departamento,4,2,73,73,149000
